token,frequency,pos
farms,1,NNS
cascadian,1,NN
refactoring,1,VBG
fats,1,NNS
bishop,1,NN
retrieving,1,VBG
motorcycle,1,NN
fattening,1,VBG
sailorgirl,1,NN
tickling,1,VBG
purely,1,RB
fascinated,1,VBN
distress,1,NN
features,1,NNS
hoarding,1,VBG
furthermore,1,RB
berates,1,NNS
overdose,1,NN
training,1,NN
unvrs,1,NN
coll,1,NN
budds,1,NNS
wc,1,NN
tasteeos,1,NN
mason,1,NN
duplicating,1,VBG
excess,1,NN
carton,1,NN
gassiest,1,NN
tangy,1,NN
abundant,1,NN
rotting,1,VBG
fer,1,NN
soared,1,VBD
techno,1,NN
likeness,1,NN
schools,1,NNS
offices,1,NNS
picket,1,NN
replicated,1,VBN
kooky,1,NN
godzilla,1,NN
willow,1,NN
luke,1,NN
skywalker,1,NN
boba,1,NN
fett,1,NN
damned,1,VBN
transformers,1,NNS
blink,1,NN
darth,1,NN
theater,1,NN
sections,1,NNS
sounding,1,VBG
sheldon,1,NN
vocal,1,JJ
awesomely,1,RB
upbeat,1,NN
shortened,1,VBN
christy,1,NN
llama,1,NN
executives,1,NNS
shriveled,1,VBN
association,1,NN
mooses,1,NNS
canceling,1,VBG
spiked,1,VBN
hoo,1,NN
weep,1,NN
zoran,1,NN
gerbeš,1,NN
zrenjanin,1,NN
tonsilloliths,1,NNS
boi,1,NN
mah,1,NN
profoundly,1,RB
sacks,1,NNS
thingies,1,NNS
mesmerizing,1,VBG
brushing,1,NN
tasteing,1,VBG
vanish,1,NN
sandra,1,NN
indicate,1,NN
randolph,1,NN
pals,1,NNS
similate,1,NN
claiming,1,VBG
reconsidered,1,VBN
obsessions,1,NNS
caboodles,1,NNS
printing,1,NN
mustard,1,NN
jarvis,1,NN
monopoly,1,NN
balances,1,NNS
explosion,1,NN
rerelease,1,NN
bates,1,NNS
nash,1,NN
authors,1,NNS
richness,1,NN
cracked,1,VBN
brownie,1,NN
slide,1,NN
hershy,1,NN
needle,1,NN
nutrional,1,JJ
baker,1,NN
invincebulls,1,NNS
decadent,1,NN
wendal,1,NN
godly,1,RB
fireball,1,NN
rumchata,1,NN
drank,1,NN
marshmellow,1,NN
innocuous,1,JJ
sooooooon,1,NN
consume,1,NN
cookeville,1,NN
hemingway,1,NN
holli,1,NN
ease,1,NN
hardier,1,NN
ziploc,1,NN
pretzels,1,NNS
tastt,1,NN
yummyyyyyyy,1,NN
strung,1,NN
unspoken,1,JJ
opiates,1,NNS
users,1,NNS
jeannie,1,NN
yoghurt,1,NN
indulge,1,NN
ctc,1,NN
mueslix,1,NN
detectable,1,JJ
category,1,NN
covers,1,NNS
uuuuugh,1,IN
fairytale,1,NN
ml,1,NN
walgreens,1,NNS
neurotoxins,1,NNS
righted,1,VBN
backkkk,1,NN
reside,1,NN
radius,1,NN
mile,1,NN
targets,1,NNS
dj,1,NN
rosemead,1,NN
argh,1,NN
bck,1,NN
eybaylady,1,NN
chickens,1,NNS
pb,1,NN
oppps,1,NN
ooops,1,NNS
awaited,1,VBN
cuz,1,NN
improving,1,VBG
tamper,1,NN
scar,1,NN
sega,1,NN
blockbuster,1,NN
crumbling,1,VBG
toasting,1,VBG
anxiously,1,RB
faverli,1,NN
classroom,1,NN
logan,1,NN
graphing,1,VBG
counting,1,NN
coca,1,NN
cola,1,NN
wimp,1,NN
chandler,1,NN
denial,1,NN
locks,1,NNS
startled,1,VBN
limits,1,NNS
traipse,1,NN
merchants,1,NNS
savior,1,NN
replacements,1,NNS
disheartened,1,VBN
yolanda,1,NN
shove,1,NN
wetzl,1,NN
gluttony,1,NN
centeredness,1,NN
nfld,1,NN
grunert,1,NN
olive,1,JJ
feasts,1,NNS
gainesville,1,NN
miserable,1,JJ
loom,1,NN
miniwheats,1,NNS
killeen,1,NN
credit,1,NN
smoothie,1,NN
jamba,1,NN
yyyyyyyyyyum,1,NN
dollops,1,NNS
peel,1,NN
aaah,1,NN
slivered,1,VBN
livonia,1,NN
preference,1,NN
starter,1,NN
orc,1,NN
ccheerios,1,NNS
wiscasset,1,NN
yoohoo,1,NN
finishing,1,VBG
firefighters,1,NNS
vault,1,NN
factually,1,RB
linn,1,NN
lynea,1,NN
goodies,1,NNS
ned,1,VBN
involvement,1,NN
cane,1,NN
naming,1,VBG
police,1,NNS
impressed,1,JJ
discounter,1,NN
disappoint,1,NN
inquiry,1,NN
backing,1,NN
arnold,1,NN
volcano,1,NN
ambrosia,1,NN
lush,1,NN
problematic,1,JJ
clearing,1,NN
forces,1,NNS
congratulations,1,NNS
hamster,1,NN
condensed,1,VBN
demerara,1,NN
mumbled,1,VBN
granulated,1,VBN
method,1,NN
perfected,1,VBN
sorta,1,NN
declined,1,VBD
surveys,1,NNS
slang,1,NN
entry,1,NN
fronts,1,NNS
dis,1,NN
nicest,1,JJS
riot,1,NN
bender,1,NN
deliberate,1,NN
poptart,1,NN
tha,1,NN
virgina,1,NN
upside,1,NN
messy,1,NN
pleazzzzz,1,NN
palin,1,NN
goodnight,1,NN
badgered,1,VBN
miguel,1,NN
smacked,1,VBN
strike,1,NN
smash,1,NN
errors,1,NNS
sooty,1,NN
krispy,1,NN
july,1,NN
fizzes,1,NNS
momentum,1,NN
daycare,1,NN
riser,1,NN
cheerio,1,NN
purse,1,NN
enforcement,1,NN
resell,1,NN
sniff,1,NN
clumpy,1,NN
cheerioos,1,NN
windows,1,NNS
evenings,1,NNS
discontinuance,1,NN
comprar,1,NN
natz,1,NN
reppy,1,JJ
troops,1,NNS
afghanistan,1,NN
doh,1,NN
dicks,1,NNS
abc,1,NN
dohdoh,1,NN
adjectives,1,NNS
mouthwatering,1,VBG
querétaro,1,NN
vivo,1,NN
cajas,1,NN
mandar,1,NN
pueden,1,NN
nowwww,1,NN
nuclear,1,JJ
pleaaaaaseee,1,NN
replicator,1,NN
organized,1,VBN
millionaire,1,NN
predict,1,NN
harvesting,1,VBG
sketch,1,NN
yoder,1,NN
invent,1,NN
backk,1,NN
crates,1,NNS
grownup,1,NN
tool,1,NN
urself,1,NN
spokespersons,1,NNS
postopia,1,NN
este,1,NN
puedo,1,NN
newest,1,JJS
donde,1,NN
accomplishment,1,NN
celebrate,1,NN
chaps,1,NNS
sheepskin,1,NN
photographs,1,NN
commerical,1,JJ
rubbery,1,NN
abundance,1,NN
doofus,1,NN
render,1,NN
chops,1,NNS
audio,1,NN
sundae,1,NN
drawing,1,VBG
animation,1,NN
entrepenuer,1,NN
timeframe,1,NN
ruffin,1,NN
jobs,1,NNS
decir,1,NN
podrían,1,NN
patient,1,NN
ores,1,NNS
fricken,1,NN
dem,1,NN
crooks,1,NNS
cottage,1,NN
puting,1,VBG
aaaarrrggg,1,NN
thumbs,1,NNS
myemptycanvas,1,NN
asia,1,NN
cope,1,NN
wail,1,NN
oceanobello,1,NN
zorba,1,NN
dented,1,VBN
sets,1,NNS
demonstrate,1,NN
airing,1,VBG
unfunny,1,JJ
reject,1,NN
lacy,1,NN
offensive,1,JJ
comical,1,JJ
stimulates,1,NNS
hoarders,1,NNS
stab,1,NN
depicting,1,VBG
growth,1,NN
mentally,1,RB
react,1,NN
selfish,1,NN
clever,1,NN
opposite,1,NN
dishonest,1,NN
punks,1,NNS
spoiled,1,VBN
teach,1,NN
observation,1,NN
walsh,1,NN
parental,1,NN
untrustworthy,1,JJ
humour,1,NN
resent,1,NN
portrays,1,NNS
doubled,1,VBD
judgement,1,NN
lying,1,VBG
magnitude,1,NN
ravetto,1,NN
ocie,1,NN
granddad,1,NN
inexplicably,1,RB
oater,1,NN
steady,1,JJ
patties,1,NNS
browns,1,NNS
hash,1,NN
reps,1,NNS
anger,1,NN
registered,1,VBN
voraciously,1,RB
gums,1,NNS
lesser,1,NN
appreciation,1,NN
eligible,1,JJ
sprout,1,NN
corresponded,1,VBD
nurse,1,NN
receipe,1,NN
crazies,1,NNS
input,1,NN
blade,1,NN
quote,1,NN
weaned,1,VBN
tryna,1,NN
incensed,1,VBN
lotta,1,NN
schlitz,1,NN
bombard,1,NN
madmonkey,1,NN
maintaining,1,VBG
jeanne,1,NN
overdue,1,JJ
liquor,1,NN
betrayed,1,NN
mccormick,1,NN
exams,1,NNS
michele,1,NN
storage,1,NN
aversion,1,NN
chairs,1,NNS
beads,1,NNS
reming,1,VBG
cerals,1,NNS
wyandotte,1,NN
disppointed,1,VBN
karolcza,1,NN
steam,1,NN
akron,1,NN
distu,1,NN
pablum,1,NN
excesses,1,NNS
rsvp,1,NN
factor,1,NN
repackage,1,NN
jacki,1,NN
sweapings,1,NNS
loathe,1,NN
reducing,1,VBG
brice,1,NN
snooks,1,NNS
dorset,1,NN
toxic,1,NN
submission,1,NN
cyprus,1,NN
ts,1,NN
parliament,1,NN
species,1,NNS
endangered,1,VBN
fancied,1,VBN
suppliers,1,NNS
experiences,1,NNS
fresno,1,NN
poorer,1,NN
clovis,1,NN
browned,1,VBN
fries,1,NNS
dennis,1,NN
jjrslake,1,NN
bloom,1,NN
jefferson,1,NN
reevaluate,1,NN
typically,1,RB
partly,1,RB
attribute,1,NN
illness,1,NN
mommies,1,NNS
pubix,1,NN
mode,1,NN
panic,1,NN
reinstated,1,VBN
bothers,1,NNS
figuring,1,VBG
gilded,1,VBN
swayed,1,NN
kelley,1,NN
clearwater,1,NN
largo,1,NN
believing,1,VBG
lilies,1,NNS
overture,1,NN
puffing,1,VBG
adirondack,1,NN
localized,1,VBN
dunnellon,1,NN
phillipsbug,1,NN
union,1,NN
donna,1,NN
wwheat,1,NN
kidney,1,NN
patients,1,NNS
phosphorus,1,NN
endured,1,VBN
facelift,1,NN
switzerland,1,NN
maui,1,NN
kahului,1,NN
cloth,1,NN
lap,1,NN
strip,1,NN
mucus,1,NN
burn,1,NN
marsh,1,NN
weymouth,1,NN
liquidater,1,NN
cerealgirl,1,NN
hhh,1,NN
marcantosch,1,NN
wine,1,NN
bouncing,1,VBG
newz,1,NN
misspell,1,NN
dome,1,NN
genuine,1,NN
natch,1,NN
illegal,1,JJ
apollo,1,NN
stevenp,1,NN
walls,1,NNS
waldbaums,1,NNS
visitors,1,NNS
moves,1,NNS
dramatic,1,JJ
penalties,1,NNS
ocean,1,NN
airlines,1,NNS
pilot,1,NN
snagged,1,VBN
burbs,1,NN
bronx,1,NN
riverdale,1,NN
limbo,1,NN
underdogs,1,NNS
rivalry,1,NN
crickets,1,NNS
ward,1,NN
trance,1,NN
jay,1,NN
woolworths,1,NNS
wagmans,1,NNS
cerix,1,NN
bigwigs,1,NNS
courage,1,NN
footie,1,NN
armed,1,VBN
twilight,1,NN
cronchy,1,NN
excessively,1,RB
comparisons,1,NNS
international,1,JJ
ect,1,NN
bumped,1,NN
belated,1,VBN
miner,1,NN
australian,1,JJ
seals,1,NNS
helmets,1,NNS
robin,1,NN
hammer,1,NN
gloves,1,NNS
differed,1,VBN
loseit,1,NN
cripes,1,NNS
mayonnaise,1,NN
pleaseeeeeee,1,NN
dangerously,1,RB
snuck,1,NN
deservedly,1,RB
spinoffs,1,NNS
enduring,1,VBG
spectacular,1,NN
extruded,1,VBN
roundels,1,NNS
pbc,1,NN
glowing,1,VBG
accompanying,1,VBG
loan,1,NN
handfull,1,NN
tea,1,NN
missus,1,NN
bleed,1,NN
smedley,1,NN
grabs,1,NNS
varied,1,NNS
johnkp,1,NN
racing,1,VBG
expose,1,VB
popeyes,1,NNS
reshaped,1,NN
wised,1,VBN
wounds,1,NNS
absorbs,1,NNS
lining,1,VBG
gentler,1,NN
unveil,1,NN
ulcers,1,NNS
deeelicious,1,JJ
softness,1,NN
cruchy,1,NN
pleesssssssseee,1,NN
sprayed,1,NN
offbeat,1,NN
paternal,1,NN
multimillionaire,1,NN
noon,1,NN
cherios,1,NNS
female,1,NN
generate,1,NN
gorgeous,1,JJ
pleading,1,VBG
spruce,1,NN
brekkie,1,NN
schinto,1,NN
canoe,1,NN
sublime,1,NN
sorts,1,NNS
elevated,1,VBN
newa,1,NN
nowa,1,NN
heep,1,NN
chemistry,1,NN
spices,1,NNS
baffled,1,VBN
pleeeese,1,JJ
bumps,1,NNS
colours,1,NNS
matlows,1,NNS
culinary,1,NN
reunions,1,NNS
gene,1,NN
malta,1,NN
colleagues,1,NNS
affection,1,NN
outpouring,1,VBG
pae,1,NN
follower,1,NN
inspector,1,NN
applied,1,VBN
badges,1,NNS
conspicuous,1,JJ
sorrowful,1,NN
buttermilk,1,NN
cultured,1,VBN
friendship,1,NN
icelandic,1,NN
recommendation,1,NN
documented,1,VBN
substantial,1,JJ
foolishly,1,RB
mantra,1,NN
fears,1,NNS
resorted,1,VBN
roundy,1,NN
facility,1,NN
absence,1,NN
gerald,1,NN
newark,1,NN
invite,1,NN
reigning,1,VBG
curse,1,NN
gracing,1,VBG
skeptics,1,NNS
credible,1,JJ
eau,1,NN
assure,1,NN
swears,1,NNS
rival,1,NN
nowdays,1,NNS
pleeeeese,1,JJ
expiring,1,VBG
wwwii,1,NN
furious,1,JJ
resorting,1,VBG
majesty,1,NN
royal,1,NN
vic,1,NN
toaties,1,NNS
lawsuit,1,NN
definition,1,NN
crispiness,1,NN
mystified,1,VBN
frame,1,NN
garner,1,NN
brotherben,1,NN
gail,1,NN
merriweather,1,NN
marjorie,1,NN
cj,1,NN
mhj,1,NN
elated,1,VBN
recognition,1,NN
marktwain,1,NN
mwahahaha,1,NN
gabierna,1,NN
indians,1,NNS
indicates,1,NNS
relative,1,NN
wisconson,1,NN
gabi,1,NN
xl,1,NN
jimmie,1,NN
nm,1,NN
sissom,1,NN
gcreasor,1,NN
banner,1,NN
formally,1,RB
ralcorp,1,NN
corprate,1,NN
wavy,1,NN
bombdiggity,1,NN
vertical,1,JJ
rey,1,NN
reexamine,1,NN
sodium,1,NN
hearkens,1,NNS
segment,1,NN
evils,1,NNS
moneys,1,NNS
unflavored,1,JJ
mime,1,NN
clowns,1,NNS
argument,1,NN
latin,1,NN
steak,1,NN
juicy,1,NN
supermercado,1,NN
worn,1,NN
intolerant,1,NN
qualify,1,VB
relaunched,1,VBN
tongs,1,NNS
insides,1,NNS
wipe,1,NN
patio,1,NN
concrete,1,NN
furniture,1,NN
clothes,1,NNS
roseville,1,NN
slivers,1,NNS
evocative,1,JJ
sweetest,1,NN
puke,1,NN
disgustingly,1,RB
traumatized,1,VBN
conjure,1,NN
perfume,1,NN
flower,1,NN
childhoods,1,NNS
strongest,1,JJS
prettiest,1,NN
goosebumps,1,NNS
clapped,1,NN
anyware,1,NN
castor,1,NN
liver,1,NN
cod,1,NN
kabooms,1,NNS
creepy,1,NN
betcha,1,NN
confirming,1,VBG
phones,1,NNS
cell,1,NN
microwaves,1,NNS
byrd,1,NN
heather,1,NN
craziest,1,NN
chemicals,1,NNS
vicky,1,NN
deployed,1,NN
triplets,1,NNS
hammond,1,NN
chorerra,1,NN
links,1,NNS
offend,1,NN
slams,1,NNS
extras,1,NNS
org,1,NN
ahem,1,NN
xoxo,1,NN
hue,1,NN
leeched,1,VBN
squid,1,NN
equate,1,NN
projecting,1,VBG
tends,1,NNS
obscurity,1,NN
keychain,1,NN
skeptical,1,JJ
balloons,1,NNS
hourglass,1,NN
cloverleafs,1,NN
shooting,1,VBG
shaver,1,NN
insists,1,NNS
forties,1,NNS
painstakingly,1,RB
submitters,1,NNS
whilst,1,NN
clovers,1,NNS
af,1,NN
grrrr,1,NN
decorations,1,NNS
gingerbread,1,NN
houses,1,NNS
frees,1,NNS
disintegrated,1,VBN
chock,1,NN
keeper,1,NN
nocrunch,1,NN
goo,1,NN
morsel,1,NN
slapping,1,VBG
diving,1,VBG
cruddy,1,NN
teeny,1,NN
chocked,1,NNS
supercenter,1,NN
pillsbury,1,NN
doughboy,1,NN
mainstream,1,NN
alcoholism,1,NN
struggled,1,VBN
starvation,1,NN
achieved,1,VBN
mchale,1,NN
flynn,1,NN
counterpart,1,NN
edisto,1,NN
meh,1,NN
blandish,1,NN
quicker,1,NN
laid,1,NN
philly,1,RB
cc,1,NN
blander,1,NN
albeit,1,NN
curiosity,1,NN
mann,1,NN
subsection,1,NN
scratched,1,VBN
mon,1,NN
oily,1,RB
disks,1,NNS
crowns,1,NNS
gramps,1,NNS
bilo,1,NN
capiton,1,NN
queen,1,NN
southeast,1,NN
stench,1,NN
con,1,NN
manzana,1,NN
kalamazoo,1,NN
lynnwarre,1,NN
xd,1,NN
blurry,1,NN
fathom,1,NN
blame,1,NN
abnormal,1,JJ
greatttttt,1,NN
redeeming,1,VBG
welp,1,NN
lunatic,1,JJ
unnoticed,1,JJ
channels,1,NNS
cable,1,NN
aired,1,VBN
thread,1,NN
profiting,1,VBG
notch,1,NN
deck,1,NN
stacking,1,VBG
languished,1,VBN
overnight,1,NN
lamer,1,NN
trudged,1,VBN
discomfort,1,NN
eliminated,1,VBN
buster,1,NN
waxy,1,NN
virgin,1,NN
luuuvvvv,1,NN
acquisition,1,NN
worried,1,JJ
praised,1,VBN
hashbrown,1,NN
mm,1,NN
absorption,1,NN
devotee,1,NN
firstly,1,RB
hashbrowns,1,NNS
casserole,1,NN
fishy,1,NN
anomalies,1,NNS
joan,1,NN
statistical,1,JJ
condom,1,NN
thorough,1,NN
oates,1,NNS
nosedive,1,JJ
evvaaaaaa,1,NN
addiction,1,NN
omggggg,1,NN
soothing,1,VBG
surrounded,1,VBD
delectably,1,RB
alternate,1,NN
bigbill,1,NN
blends,1,NNS
bedroom,1,NN
wall,1,NN
accept,1,NN
dumpped,1,NN
mimics,1,NNS
melts,1,NNS
monitoring,1,NN
refresh,1,NN
stuffing,1,VBG
mishap,1,NN
fragile,1,NN
padding,1,VBG
pleasing,1,VBG
lectured,1,VBN
depending,1,VBG
enoy,1,NN
workers,1,NNS
appearence,1,NN
varity,1,NN
advertiseing,1,VBG
block,1,NN
confesses,1,NNS
lecture,1,NN
declaring,1,VBG
hapse,1,NN
frustration,1,NN
boudreau,1,NN
unsatisfactory,1,NN
plug,1,NN
skimp,1,NN
vamp,1,NN
resources,1,NNS
cooper,1,NN
harsh,1,NN
policy,1,NN
ling,1,VBG
ziggy,1,NN
columbus,1,NN
merchandise,1,NN
replica,1,NN
betkis,1,NN
offshoot,1,NN
jose,1,NN
scoops,1,NNS
plese,1,JJ
sibling,1,VBG
bike,1,NN
jerry,1,NN
sorrow,1,NN
aggressive,1,JJ
programming,1,VBG
moncks,1,NNS
shopper,1,NN
dinners,1,NNS
lunches,1,NNS
industry,1,NN
suspicious,1,JJ
appropriate,1,NN
realizes,1,NNS
surrounding,1,VBG
remakes,1,NNS
difficulty,1,NN
increasing,1,VBG
disliking,1,VBG
definitive,1,JJ
stress,1,NN
instinctively,1,RB
insult,1,NN
amongst,1,NN
easey,1,NN
whomever,1,NN
genuardi,1,NN
commonly,1,RB
dollargeneral,1,JJ
fated,1,VBN
obtaining,1,VBG
manhattan,1,NN
combing,1,VBG
clerk,1,NN
ark,1,NN
raylene,1,NN
roommates,1,NNS
dunno,1,NN
missinit,1,NN
flick,1,NN
behalf,1,NN
sweating,1,VBG
stroll,1,NN
twinkies,1,NNS
venturing,1,VBG
helpless,1,NN
hnc,1,NN
beauties,1,NNS
crashing,1,VBG
brick,1,NN
stones,1,NNS
convert,1,NN
grudgingly,1,RB
driver,1,NN
northwest,1,RB
ultimately,1,RB
percent,1,NN
donor,1,NN
insipid,1,NN
frantically,1,RB
misplaced,1,VBN
irregularity,1,NN
premixed,1,NN
fresher,1,NN
deserving,1,VBG
reunited,1,VBN
renewed,1,VBN
formal,1,JJ
flavorings,1,NNS
ugghhh,1,NN
gurus,1,NN
batches,1,NNS
demote,1,NN
legacy,1,NN
conclude,1,NN
woodman,1,NN
jeezum,1,NN
wallet,1,NN
chorus,1,NN
incomprehensible,1,JJ
bloat,1,NN
drift,1,NN
swimming,1,VBG
desperation,1,NN
checks,1,NNS
constipation,1,NN
complains,1,NNS
crumbum,1,NN
approximately,1,RB
obeyed,1,NNS
soaks,1,NNS
urged,1,VBD
admiring,1,VBG
studied,1,VBN
freddie,1,NN
shebang,1,NN
fluffy,1,NN
exchanged,1,VBN
braced,1,VBN
francis,1,NN
irritated,1,JJ
pause,1,NN
blurted,1,VBN
slid,1,NN
unfeigned,1,JJ
enthusiasm,1,NN
exclaimed,1,VBN
earned,1,VBN
cultivated,1,VBN
pacify,1,NN
og,1,NN
requires,1,VBZ
callously,1,RB
wrath,1,NN
particularily,1,RB
muffled,1,VBN
flavoured,1,VBN
bashurtz,1,NN
byron,1,NN
shelved,1,VBN
aw,1,NN
exhausted,1,VBN
joseph,1,NN
dumbfounded,1,VBN
ultrasweet,1,NN
disturbed,1,NN
collectable,1,JJ
cuddly,1,RB
turely,1,RB
infact,1,NN
consumes,1,NNS
marshmellows,1,NNS
reversed,1,VBN
overwhelming,1,VBG
calm,1,NN
gusto,1,NN
ribbons,1,NNS
soda,1,NN
robertpaulson,1,NN
remade,1,NN
bout,1,NN
text,1,NN
focusing,1,VBG
roaming,1,VBG
familia,1,NNS
fiesta,1,NN
frankiesmom,1,NN
ysidro,1,NN
primas,1,NN
calexico,1,NN
gaf,1,NN
baja,1,NN
trivia,1,NN
luckycharms,1,NNS
littler,1,NN
modeled,1,VBN
warn,1,NN
plants,1,NNS
drecky,1,NN
tomeko,1,NN
antiques,1,NNS
grandad,1,NN
spiral,1,NN
smoothly,1,RB
digestible,1,JJ
ibs,1,NN
slides,1,NNS
resuscitation,1,NN
eagle,1,NN
downward,1,NN
jrm,1,NN
sayeth,1,NN
redemption,1,NN
terminated,1,VBN
hungering,1,VBG
viewer,1,NN
lean,1,NN
prescribed,1,NNS
bud,1,NN
thundercats,1,NNS
whimsy,1,NN
transformer,1,NN
jem,1,NN
ohhhhh,1,NN
kev,1,NN
plush,1,NN
deserved,1,VBN
stool,1,NN
cereala,1,NN
fixing,1,VBG
divided,1,VBN
largest,1,JJS
lure,1,NN
circulate,1,NN
overstock,1,NN
snort,1,NN
impatient,1,NN
attacked,1,VBN
gradually,1,RB
graduated,1,VBN
marathoner,1,NN
blocks,1,NNS
bfe,1,NN
exploring,1,VBG
reacting,1,VBG
youngstown,1,NN
vero,1,NN
se,1,NN
lengths,1,NNS
nonexistent,1,NN
containers,1,NNS
melea,1,NN
mere,1,RB
dotted,1,VBN
cast,1,NN
franks,1,NNS
crystal,1,NN
dorks,1,NNS
insulin,1,NN
reaaly,1,NN
arijin,1,NN
combed,1,NN
uploading,1,VBG
inveterate,1,NN
cells,1,NNS
pepsi,1,NNS
islet,1,NN
pancreatic,1,JJ
lowers,1,NNS
plumper,1,NN
woven,1,RB
coral,1,JJ
aesthetically,1,RB
measured,1,VBN
montague,1,NN
aidenljv,1,NN
urkle,1,NN
marvelous,1,JJ
milkshake,1,NN
idol,1,NN
pitying,1,VBG
bigpiond,1,NN
quiet,1,JJ
foo,1,NN
shoelaces,1,NNS
suns,1,NNS
camping,1,VBG
merrymoon,1,NN
bigbum,1,NN
coolpurplespecs,1,NN
talkin,1,NN
itunes,1,NNS
treadmill,1,NN
primogeniture,1,NN
scarf,1,NN
floods,1,NNS
pear,1,NN
pout,1,NN
matata,1,NNS
hakuna,1,NN
tick,1,NN
toon,1,NN
sharpener,1,NN
guessed,1,VBN
jabba,1,NN
jibba,1,NN
lipkisser,1,NN
hood,1,NN
rural,1,JJ
basics,1,NNS
golly,1,RB
metro,1,NN
stare,1,NN
dialysis,1,NN
glade,1,NN
fairfield,1,NN
weyand,1,NN
pastor,1,NN
oshawa,1,NN
jeanannekirwin,1,NN
daizie,1,NN
geneseo,1,NN
swint,1,NN
spell,1,NN
heated,1,VBN
meeting,1,NN
ont,1,NN
ponder,1,NN
boiled,1,VBN
scrambled,1,VBN
louder,1,NN
mustered,1,VBN
instruction,1,NN
length,1,NN
mash,1,NN
encircle,1,NN
uh,1,NN
hopelessly,1,RB
poached,1,VBN
whispered,1,VBD
jog,1,NN
cabbage,1,NN
inspiring,1,VBG
tabasco,1,NN
settles,1,NNS
chanted,1,VBN
rise,1,NN
stocks,1,NNS
rectangle,1,NN
plead,1,NN
theft,1,NN
deception,1,NN
ab,1,NN
sherwood,1,NN
precursor,1,NN
morsels,1,NNS
rot,1,NN
boil,1,NN
ns,1,NN
amherst,1,RB
muffetts,1,NN
ruins,1,NNS
bales,1,NNS
settling,1,VBG
envelope,1,NN
layers,1,NNS
quebec,1,NN
sittings,1,NNS
ppl,1,NN
handling,1,VBG
sends,1,NNS
sharps,1,NN
muskets,1,NNS
faulds,1,NNS
maintain,1,NN
whitby,1,NN
peterborough,1,NN
november,1,NN
brighton,1,NN
loblaws,1,NNS
freshness,1,NN
raisens,1,NNS
